datetime,temperature,humidity,dew_point,precipitation,pressure,evapotranspiration,wind_speed,soil_temperature,average_CO2,median_N2O,value_CH4,median_SF6
1974-05-19,25.34166666666667,70.66666666666667,19.587500000000002,0.09166666666666667,1009.8666666666667,0.19458333333333333,7.951666666666667,27.3,333.37,,,
1974-05-25,26.820833333333336,83.04166666666667,23.716666666666665,0.004166666666666667,1014.9,0.21375,5.4120833333333325,27.833333333333332,332.95,,,
1974-05-26,26.445833333333336,81.0,22.929166666666664,0.012500000000000002,1014.7666666666668,0.22083333333333333,6.092083333333334,27.666666666666668,332.95,,,
1974-06-01,26.587500000000002,81.41666666666667,23.120833333333334,0.025000000000000005,1012.6833333333334,0.2175,4.369166666666667,28.03333333333333,332.44,,,
1974-06-02,26.599999999999998,80.83333333333333,23.037499999999998,0.02916666666666667,1011.6666666666666,0.20833333333333334,3.939166666666667,28.166666666666668,332.35,,,
1974-06-08,27.09166666666667,77.95833333333333,22.870833333333334,0.04583333333333334,1012.3958333333334,0.22166666666666668,4.871666666666667,28.133333333333336,332.2,,,
1974-06-09,26.8,80.95833333333333,23.254166666666666,0.05000000000000001,1011.0875,0.22124999999999997,5.33125,28.170833333333334,332.2,,,
1974-06-15,27.175,83.875,24.1875,0.14583333333333334,1011.6708333333332,0.1991666666666667,6.239999999999999,28.3,332.32,,,
1974-06-16,27.145833333333332,84.79166666666667,24.358333333333334,0.07083333333333335,1012.6333333333333,0.20375,6.377083333333334,28.366666666666664,332.37,,,
1974-06-22,27.6125,75.625,22.895833333333332,0.012500000000000002,1010.0208333333334,0.22708333333333333,5.420833333333333,28.666666666666668,331.83,,,
1974-06-23,26.366666666666664,87.5,24.116666666666664,0.8333333333333334,1008.4833333333332,0.15666666666666665,5.872083333333333,28.633333333333336,331.73,,,
1974-06-29,26.441666666666666,84.16666666666667,23.525000000000002,0.3833333333333333,1012.1791666666667,0.16833333333333333,6.4425,29.03333333333333,331.72,,,
1974-06-30,27.212500000000002,80.625,23.579166666666666,0.4333333333333333,1012.8458333333333,0.18375,7.935833333333334,29.233333333333334,331.69,,,
1974-07-06,27.45,83.45833333333333,24.354166666666668,0.08750000000000001,1013.1083333333332,0.19416666666666668,6.61625,29.53333333333333,331.5,,,
1974-07-07,27.6125,80.08333333333333,23.8125,0.05833333333333334,1013.0958333333333,0.22583333333333333,5.0754166666666665,29.433333333333334,331.46,,,
1974-07-13,27.9375,78.91666666666667,23.945833333333336,0.020833333333333332,1013.2833333333333,0.23124999999999998,4.1525,29.5,330.95,,,
1974-07-14,28.1875,78.70833333333333,24.1375,0.0,1013.5749999999999,0.22166666666666668,5.257083333333333,29.5,330.83,,,
1974-07-20,27.016666666666666,84.0,24.087500000000002,0.3458333333333334,1005.3666666666667,0.11541666666666667,3.638333333333333,29.433333333333334,330.79,,,
1974-07-21,27.016666666666666,80.95833333333333,23.429166666666664,0.4875,1005.9291666666667,0.12416666666666666,3.1783333333333332,29.399999999999995,330.76,,,
1974-07-27,27.541666666666668,81.0,23.97083333333333,0.049999999999999996,1008.625,0.20125,2.2345833333333336,29.2,329.97,,,
1974-07-28,27.02916666666667,83.58333333333333,23.995833333333334,0.125,1010.4041666666667,0.19458333333333333,2.0820833333333333,29.2,329.81,,,
1974-08-03,27.129166666666666,83.04166666666667,23.974999999999998,0.5875,1011.1125000000001,0.14791666666666667,4.298333333333333,29.5,329.93,,,
1974-08-04,27.03333333333333,83.58333333333333,23.991666666666664,0.3166666666666667,1012.15,0.18833333333333335,4.14875,29.5,329.85,,,
1974-08-10,26.866666666666664,85.04166666666667,24.125,0.5208333333333334,1006.7875,0.1679166666666667,9.852083333333335,29.3,329.15,,,
1974-08-11,27.145833333333332,83.83333333333333,24.145833333333332,0.29583333333333334,1004.5916666666667,0.17,12.23375,29.233333333333334,329.15,,,
1974-08-17,27.579166666666666,81.66666666666667,24.15833333333333,0.05833333333333334,1010.8791666666666,0.20875,2.5691666666666664,29.0,329.21,,,
1974-08-18,27.608333333333334,81.25,24.120833333333334,0.02916666666666667,1012.0875,0.2041666666666667,2.6654166666666668,29.066666666666666,329.06,,,
1974-08-24,26.6125,84.08333333333333,23.704166666666666,0.6375000000000001,1009.9583333333334,0.14541666666666667,4.8125,29.5,328.39,,,
1974-08-25,26.679166666666664,84.16666666666667,23.741666666666664,0.5333333333333333,1010.475,0.15375,7.324583333333333,29.5,328.33,,,
1974-08-31,26.145833333333332,82.54166666666667,22.920833333333334,0.325,1009.4666666666667,0.15958333333333333,3.3395833333333336,29.633333333333336,328.09,,,
1974-09-01,26.150000000000002,85.83333333333333,23.508333333333336,0.5041666666666667,1009.8291666666668,0.14041666666666666,5.416250000000001,29.600000000000005,328.06,,,
1974-09-07,26.587500000000002,80.29166666666667,22.8625,0.2625,1008.9916666666667,0.13375,2.089166666666667,29.399999999999995,327.74,,,
1974-09-08,26.579166666666666,81.375,23.120833333333334,0.07916666666666666,1009.7375000000001,0.15,2.465,29.399999999999995,327.56,,,
1974-09-14,26.995833333333334,85.625,24.34166666666667,0.07916666666666668,1009.6374999999999,0.18708333333333335,3.19125,29.600000000000005,326.84,,,
1974-09-15,27.40833333333333,82.375,24.125,0.15833333333333335,1010.7666666666668,0.19291666666666665,5.03125,29.666666666666668,326.72,,,
1974-09-21,26.808333333333334,81.75,23.354166666666668,0.3666666666666667,1010.6458333333334,0.16624999999999998,3.81,29.899999999999995,326.73,,,
1974-09-22,26.974999999999998,81.875,23.604166666666668,0.42083333333333334,1010.4708333333333,0.17208333333333334,4.66875,29.899999999999995,326.99,,,
1974-09-28,28.179166666666664,80.0,24.40416666666667,0.012500000000000002,1007.9583333333334,0.20875,5.2924999999999995,29.96666666666667,327.52,,,
1974-09-29,28.020833333333332,79.20833333333333,24.05,0.03333333333333333,1008.8916666666668,0.2025,4.1187499999999995,30.0,327.31,,,
1974-10-05,27.858333333333334,84.16666666666667,24.916666666666668,0.17500000000000002,1012.9708333333333,0.18875,7.3758333333333335,29.433333333333334,326.98,,,
1974-10-06,27.645833333333332,83.33333333333333,24.52916666666667,0.3416666666666666,1012.8583333333332,0.1725,8.59,29.333333333333332,327.07,,,
1974-10-12,28.170833333333334,79.79166666666667,24.366666666666664,0.02916666666666667,1012.6791666666667,0.22,8.992916666666668,29.2,327.21,,,
1974-10-13,28.075,79.79166666666667,24.241666666666664,0.008333333333333333,1011.7541666666666,0.2041666666666667,7.589166666666666,29.133333333333336,327.23,,,
1974-10-19,27.558333333333334,82.625,24.320833333333336,0.125,1012.8833333333333,0.18500000000000003,9.89125,29.399999999999995,327.38,,,
1974-10-20,27.974999999999998,81.04166666666667,24.400000000000002,0.049999999999999996,1013.7666666666668,0.20125,10.247083333333334,29.399999999999995,327.4,,,
1974-10-26,26.46666666666667,86.0,23.916666666666668,0.4291666666666667,1011.9,0.14541666666666667,5.816666666666666,29.266666666666666,327.59,,,
1974-10-27,27.0,82.25,23.641666666666666,0.5333333333333333,1011.7416666666667,0.16708333333333333,6.547083333333333,29.308333333333334,327.64,,,
1974-11-02,28.133333333333336,78.25,23.974999999999998,0.020833333333333332,1013.7541666666666,0.20750000000000002,9.874166666666666,29.03333333333333,327.87,,,
1974-11-03,27.287499999999998,83.25,24.15833333333333,0.35000000000000003,1013.7875,0.16083333333333333,8.491666666666667,29.0,327.8,,,
1974-11-09,27.583333333333332,82.79166666666667,24.366666666666664,0.020833333333333332,1010.5583333333334,0.16541666666666666,5.16125,29.224999999999998,328.23,,,
1974-11-10,27.504166666666666,81.83333333333333,24.108333333333334,0.03333333333333333,1010.9708333333333,0.15958333333333333,2.8000000000000003,29.212500000000002,328.5,,,
1974-11-16,27.09583333333333,82.83333333333333,23.895833333333332,0.275,1012.3083333333334,0.15916666666666665,9.265416666666667,28.8,328.69,,,
1974-11-17,27.304166666666664,80.91666666666667,23.72083333333333,0.05833333333333333,1012.2375000000001,0.17208333333333334,9.641666666666667,28.8,328.61,,,
1974-11-23,27.183333333333334,81.5,23.745833333333334,0.09583333333333334,1010.3375,0.16583333333333333,7.68625,28.899999999999995,328.44,,,
1974-11-24,27.22083333333333,84.66666666666667,24.40416666666667,0.10416666666666667,1011.5583333333334,0.14791666666666667,9.40375,28.766666666666666,328.46,,,
1974-11-30,26.754166666666666,78.66666666666667,22.733333333333334,0.03333333333333333,1007.725,0.15916666666666665,6.1308333333333325,27.866666666666664,328.77,,,
1974-12-01,25.645833333333332,79.125,21.704166666666666,0.5750000000000001,1008.7583333333333,0.12708333333333333,7.457916666666667,27.733333333333334,328.8,,,
1974-12-07,26.34166666666667,81.16666666666667,22.837500000000002,0.08333333333333333,1012.4,0.13458333333333333,1.9308333333333334,28.0,329.32,,,
1974-12-08,25.958333333333332,83.75,22.97083333333333,0.05000000000000001,1013.3625000000001,0.13791666666666666,5.029583333333334,28.0,329.39,,,
1974-12-14,26.22083333333333,80.5,22.583333333333332,0.020833333333333332,1013.2875,0.16083333333333333,6.8308333333333335,28.0,329.68,,,
1974-12-15,26.7,78.29166666666667,22.59583333333333,0.025000000000000005,1014.1750000000001,0.16,5.082916666666667,28.0,329.78,,,
1974-12-21,26.3875,80.04166666666667,22.679166666666664,0.05000000000000001,1013.5708333333333,0.15208333333333332,5.52,27.766666666666666,329.96,,,
1974-12-22,25.545833333333334,81.95833333333333,22.212500000000002,0.09999999999999999,1014.7541666666666,0.14666666666666667,9.280833333333334,27.633333333333336,329.96,,,
1974-12-28,25.7625,69.33333333333333,19.716666666666665,0.0375,1015.5291666666667,0.20750000000000002,11.11125,27.666666666666668,330.27,,,
1974-12-29,25.816666666666666,74.54166666666667,20.925,0.05833333333333334,1014.9375,0.19000000000000003,10.52375,27.766666666666666,330.38,,,
1975-01-04,25.958333333333332,83.58333333333333,22.9375,0.0625,1012.0375,0.13333333333333333,3.077916666666667,27.96666666666667,330.59,,,
1975-01-05,25.587500000000002,81.83333333333333,22.208333333333332,0.07916666666666668,1012.8166666666666,0.12791666666666665,3.5345833333333334,28.0,330.49,,,
1975-01-11,26.037499999999998,77.875,21.866666666666664,0.0,1010.3249999999999,0.15041666666666667,3.7108333333333334,27.266666666666666,330.62,,,
1975-01-12,25.304166666666664,82.66666666666667,22.145833333333332,0.02916666666666667,1011.0124999999999,0.13041666666666665,1.6066666666666667,27.133333333333336,330.59,,,
1975-01-18,25.479166666666668,81.29166666666667,22.025000000000002,0.05416666666666667,1012.4125,0.12833333333333333,2.764583333333333,27.03333333333333,330.54,,,
1975-01-19,24.708333333333332,84.0,21.787499999999998,0.07083333333333333,1013.1750000000001,0.12333333333333334,1.3150000000000002,27.0,330.79,,,
1975-01-25,24.191666666666666,75.875,19.595833333333335,0.041666666666666664,1019.0083333333333,0.18500000000000003,10.760416666666666,26.399999999999995,331.37,,,
1975-01-26,24.508333333333336,69.5,18.533333333333335,0.004166666666666667,1017.125,0.19541666666666668,7.630416666666666,26.46666666666667,331.24,,,
1975-02-01,23.95,75.79166666666667,19.395833333333332,0.1125,1015.8249999999999,0.1475,7.8325000000000005,26.600000000000005,331.52,,,
1975-02-02,23.875,62.916666666666664,16.345833333333335,0.004166666666666667,1015.85,0.2275,7.290833333333333,26.53333333333333,331.64,,,
1975-02-08,24.504166666666666,80.45833333333333,20.916666666666668,0.09583333333333334,1015.9458333333333,0.16125,8.894166666666667,26.333333333333332,331.19,,,
1975-02-09,25.287499999999998,79.70833333333333,21.508333333333336,0.025000000000000005,1014.7208333333333,0.1675,6.122916666666666,26.46666666666667,331.11,,,
1975-02-15,25.166666666666668,78.08333333333333,21.020833333333332,0.05416666666666667,1011.8708333333334,0.1691666666666667,7.274583333333333,26.933333333333334,331.31,,,
1975-02-16,25.825,78.83333333333333,21.858333333333334,0.029166666666666664,1009.5583333333334,0.18666666666666668,6.9375,26.833333333333332,331.42,,,
